Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units
2020,1,2,3,30,0,0,24.8,0.17,7.6,88.7,26.8,1010,Baja
2020,1,2,4,30,0,0,24.6,0.17,7.2,88.51,26.7,1010,Baja
2020,1,2,5,30,0,0,24.5,0.17,6.8,88.53,26.6,1011,Baja
2020,1,2,6,30,15,35,24.5,0.17,6.5,86.11,27,1012,Baja
2020,1,2,7,30,85,439,24.3,0.17,6.1,80.16,28,1013,Media
2020,1,2,8,30,117,656,23.6,0.17,5.2,72.43,29.1,1013,MediaA
2020,1,2,9,30,130,776,23.2,0.17,4,66.55,30.1,1013,MediaA
2020,1,2,10,30,125,858,23.5,0.17,2.7,65.34,30.8,1013,Alta
2020,1,2,11,30,128,883,23.8,0.17,2,64.49,31.3,1012,Alta
2020,1,2,12,30,130,882,23.6,0.17,2.3,63.54,31.3,1011,Alta
2020,1,2,13,30,129,858,23.9,0.17,3.2,65.84,31,1010,Alta
2020,1,2,14,30,124,806,23.9,0.17,4,67.66,30.6,1010,Alta
2020,1,2,15,30,120,675,23.9,0.17,4.7,69.4,30.1,1010,MediaA
2020,1,2,16,30,85,531,23.8,0.17,5.1,71.9,29.4,1011,Media
2020,1,2,17,30,32,133,23.9,0.17,5.4,75.41,28.7,1012,Baja
2020,1,2,18,30,0,0,24.3,0.17,5.5,78.33,28.4,1012,Baja
2020,1,2,19,30,0,0,24.5,0.16,5.9,81.75,27.9,1014,Baja
2020,1,2,20,30,0,0,24.6,0.16,6.1,83.49,27.7,1014,Baja
2020,1,2,21,30,0,0,24.8,0.16,6.4,85.33,27.5,1014,Baja
2020,1,2,22,30,0,0,24.9,0.16,6.7,86.39,27.4,1013,Baja
2020,1,2,23,30,0,0,24.9,0.16,6.9,87.51,27.2,1013,Baja
2020,1,3,0,30,0,0,24.9,0.16,6.9,87.75,27.1,1012,Baja
2020,1,3,1,30,0,0,24.8,0.16,6.8,88.27,26.9,1011,Baja
2020,1,3,2,30,0,0,24.7,0.16,6.5,88.08,26.8,1011,Baja
2020,1,3,3,30,0,0,24.5,0.16,6,88.17,26.6,1011,Baja
2020,1,3,4,30,0,0,24.4,0.16,5.3,88.54,26.4,1012,Baja
2020,1,3,5,30,0,0,24.3,0.16,4.6,88.13,26.4,1013,Baja
2020,1,3,6,30,15,54,24.3,0.16,4.1,85.92,26.9,1014,Baja
2020,1,3,7,30,76,504,24.2,0.16,3.7,80.03,28,1015,Media
2020,1,3,8,30,100,721,23.3,0.16,3.4,70.32,29.3,1015,MediaA
2020,1,3,9,30,113,828,22.2,0.16,2.7,61.55,30.4,1015,Alta
2020,1,3,10,30,120,883,21.9,0.16,1.5,58.03,31.1,1015,Alta
2020,1,3,11,30,125,904,22.2,0.16,0.9,57.43,31.6,1014,Alta
2020,1,3,12,30,127,901,21.7,0.16,1.7,55.43,31.7,1013,Alta
2020,1,3,13,30,130,870,22.5,0.16,2.9,58.78,31.5,1012,Alta
2020,1,3,14,30,124,818,22.9,0.16,3.7,61.96,31,1012,Alta
2020,1,3,15,30,110,726,23.1,0.16,4.4,65.52,30.3,1013,MediaA
2020,1,3,16,30,84,547,23.4,0.16,4.8,69.99,29.4,1013,Media
2020,1,3,17,30,33,146,23.9,0.16,5,75.29,28.7,1014,Baja
2020,1,3,18,30,0,0,24.5,0.16,5,79.54,28.4,1014,Baja
2020,1,3,19,30,0,0,25,0.16,5.2,83.14,28.1,1015,Baja
2020,1,3,20,30,0,0,25.4,0.16,5.3,86.19,27.9,1016,Baja
2020,1,3,21,30,0,0,25.7,0.16,5.4,88.3,27.8,1016,Baja
2020,1,3,22,30,0,0,25.8,0.16,5.7,89.63,27.7,1015,Baja
2020,1,3,23,30,0,0,25.9,0.16,5.9,90.95,27.5,1015,Baja
2020,1,4,0,30,0,0,25.8,0.16,6,91.66,27.3,1014,Baja
2020,1,4,1,30,0,0,25.7,0.16,6,91.93,27.1,1013,Baja
2020,1,4,2,30,0,0,25.5,0.16,5.7,91.59,27,1013,Baja
2020,1,4,3,30,0,0,25.4,0.16,5.3,91.96,26.8,1013,Baja
2020,1,4,4,30,0,0,25.3,0.16,4.8,92.58,26.6,1013,Baja
2020,1,4,5,30,0,0,25.3,0.16,4.3,92.34,26.6,1014,Baja
2020,1,4,6,30,15,47,25.3,0.16,4,89.79,27.1,1015,Baja
2020,1,4,7,30,76,483,25.2,0.16,3.7,83.63,28.2,1016,Media
2020,1,4,8,30,103,699,24.4,0.16,3.2,74.47,29.4,1016,MediaA
2020,1,4,9,30,120,802,23.5,0.16,2.4,66.86,30.4,1016,Alta
2020,1,4,10,30,129,855,23.6,0.16,1.7,63.88,31.2,1016,Alta
2020,1,4,11,30,133,882,23,0.16,1.6,60.07,31.7,1015,Alta
2020,1,4,12,30,142,872,22.9,0.16,2.2,59.45,31.8,1014,Alta
2020,1,4,13,30,151,827,23.3,0.16,3,61.92,31.5,1013,Alta
2020,1,4,14,30,140,783,23.4,0.16,3.7,63.68,31.1,1012,MediaA
2020,1,4,15,30,121,696,23.4,0.16,4.5,65.98,30.5,1013,MediaA
2020,1,4,16,30,90,527,23.3,0.16,5.2,69.16,29.6,1013,Media
2020,1,4,17,30,34,141,23.5,0.16,5.8,73.41,28.7,1014,Baja
2020,1,4,18,30,0,0,23.8,0.16,6.1,76.71,28.3,1014,Baja
2020,1,4,19,30,0,0,24,0.16,6.8,80.53,27.7,1015,Baja
2020,1,4,20,30,0,0,24.3,0.16,7.1,83.24,27.4,1016,Baja
2020,1,4,21,30,0,0,24.5,0.16,7.3,84.63,27.3,1016,Baja
2020,1,4,22,30,0,0,24.6,0.16,7.5,85.54,27.2,1016,Baja
2020,1,4,23,30,0,0,24.6,0.16,7.6,86.03,27.1,1015,Baja
2020,1,5,0,30,0,0,24.5,0.16,7.7,86.41,27,1015,Baja
2020,1,5,1,30,0,0,24.5,0.16,7.9,86.54,26.9,1014,Baja
2020,1,5,2,30,0,0,24.4,0.16,8,86.15,26.9,1014,Baja
2020,1,5,3,30,0,0,24.3,0.16,8.2,86.24,26.8,1014,Baja
2020,1,5,4,30,0,0,24.2,0.16,8.4,85.78,26.8,1015,Baja
2020,1,5,5,30,0,0,24.2,0.16,8.4,85.52,26.8,1016,Baja
2020,1,5,6,30,14,32,24.2,0.16,8.7,84.06,27.1,1017,Baja
2020,1,5,7,30,81,448,24.1,0.16,9,80.41,27.8,1018,Media
2020,1,5,8,30,112,667,23.9,0.16,8.9,75.65,28.6,1018,MediaA
2020,1,5,9,30,128,778,23.7,0.16,8.4,72.14,29.2,1018,MediaA
2020,1,5,10,30,131,848,23.5,0.16,8,68.92,29.8,1018,Alta
2020,1,5,11,30,132,881,23.3,0.16,7.7,66.58,30.2,1017,Alta
2020,1,5,12,30,130,891,23.1,0.16,7.6,65.26,30.4,1015,Alta
2020,1,5,13,30,125,876,23.1,0.16,7.7,65.43,30.3,1014,Alta
2020,1,5,14,30,114,841,23.1,0.16,7.9,66.25,30.1,1013,Alta
2020,1,5,15,30,98,769,23.2,0.16,8,68.42,29.6,1013,MediaA
2020,1,5,16,30,74,616,23.2,0.16,8,71.55,28.9,1013,MediaA
2020,1,5,17,30,33,216,23.5,0.16,7.9,76.23,28.1,1013,BajaM
2020,1,5,18,30,0,0,24,0.16,7.8,79.81,27.8,1014,Baja
2020,1,5,19,30,0,0,24.3,0.16,7.7,83.42,27.4,1014,Baja
2020,1,5,20,30,0,0,24.6,0.16,7.7,85.08,27.3,1015,Baja
2020,1,5,21,30,0,0,24.7,0.16,7.6,86.02,27.2,1015,Baja
2020,1,5,22,30,0,0,24.7,0.16,7.5,86.7,27.1,1014,Baja
2020,1,5,23,30,0,0,24.7,0.16,7.3,87.26,27,1014,Baja
2020,1,6,0,30,0,0,24.7,0.16,7.4,87.55,26.9,1013,Baja
2020,1,6,1,30,0,0,24.6,0.16,7.5,87.34,26.9,1013,Baja
2020,1,6,2,30,0,0,24.5,0.16,7.6,87.32,26.8,1012,Baja
2020,1,6,3,30,0,0,24.4,0.16,7.6,86.73,26.8,1013,Baja
2020,1,6,4,30,0,0,24.3,0.16,7.5,86.26,26.8,1013,Baja
2020,1,6,5,30,0,0,24.2,0.16,7.3,85.09,26.9,1014,Baja
2020,1,6,6,30,13,33,24.1,0.16,7.3,83.19,27.2,1015,Baja
2020,1,6,7,30,80,446,24,0.16,7.1,79.19,27.9,1016,Media
2020,1,6,8,30,110,665,23.7,0.16,6.7,75.89,28.4,1016,MediaA
2020,1,6,9,30,122,787,23.5,0.16,6.3,72.81,28.9,1016,MediaA
2020,1,6,10,30,118,867,23.4,0.16,6,70.06,29.4,1015,Alta
2020,1,6,11,30,121,893,23.3,0.16,6,68.51,29.7,1014,Alta
2020,1,6,12,30,124,893,23.2,0.16,6.2,67.95,29.8,1013,Alta
2020,1,6,13,30,125,869,23.2,0.16,6.5,67.93,29.8,1012,Alta
2020,1,6,14,30,115,831,23.3,0.16,6.8,68.8,29.6,1012,Alta
2020,1,6,15,30,100,751,23.3,0.16,7,70.65,29.2,1012,MediaA
2020,1,6,16,30,77,588,23.4,0.16,7.1,74.01,28.5,1012,Media
2020,1,6,17,30,33,190,23.6,0.16,7.1,78.02,27.8,1013,Baja
2020,1,6,18,30,0,0,23.8,0.16,7.1,80.36,27.5,1013,Baja
2020,1,6,19,30,0,0,24,0.17,7.2,82.48,27.2,1014,Baja
2020,1,6,20,30,0,0,24,0.17,7.3,83.25,27.1,1014,Baja
2020,1,6,21,30,0,0,24.1,0.17,7.4,84.69,26.9,1014,Baja
2020,1,6,22,30,0,0,24.2,0.17,7.5,85.49,26.8,1013,Baja
2020,1,6,23,30,0,0,24.3,0.17,7.6,85.97,26.8,1013,Baja
2020,1,7,0,30,0,0,24.3,0.17,7.7,86.82,26.7,1012,Baja
2020,1,7,1,30,0,0,24.4,0.17,7.6,87.72,26.6,1012,Baja
2020,1,7,2,30,0,0,24.5,0.17,7.5,88.08,26.6,1012,Baja
2020,1,7,3,30,0,0,24.5,0.17,7.2,88.85,26.5,1012,Baja
2020,1,7,4,30,0,0,24.5,0.17,6.8,88.9,26.5,1012,Baja
2020,1,7,5,30,0,0,24.5,0.17,6.4,88.83,26.5,1013,Baja
2020,1,7,6,30,14,58,24.5,0.17,6.3,86.32,27,1014,Baja
2020,1,7,7,30,68,524,24.4,0.17,6,81.67,27.8,1015,Media
2020,1,7,8,30,91,732,23.9,0.17,5.3,75.43,28.7,1015,MediaA
2020,1,7,9,30,106,828,23.5,0.17,4.4,70.22,29.5,1015,Alta
2020,1,7,10,30,116,877,23.3,0.17,3.7,66.88,30.1,1014,Alta
2020,1,7,11,30,120,901,23.4,0.17,3.5,65.65,30.6,1013,Alta
2020,1,7,12,30,122,899,23.5,0.17,3.7,64.97,30.8,1012,Alta
2020,1,7,13,30,123,874,23.5,0.17,4.2,65.45,30.7,1011,Alta
2020,1,7,14,30,135,777,23.5,0.17,4.8,66.72,30.4,1011,MediaA
2020,1,7,15,30,114,696,23.6,0.17,5.5,68.89,29.9,1011,MediaA
2020,1,7,16,30,82,568,23.7,0.17,6.2,72.5,29.1,1012,Media
2020,1,7,17,30,35,181,23.9,0.17,6.7,77.08,28.3,1012,Baja
2020,1,7,18,30,0,0,24.2,0.17,6.9,79.99,28,1013,Baja
2020,1,7,19,30,0,0,24.4,0.17,7.5,82.93,27.6,1014,Baja
2020,1,7,20,30,0,0,24.6,0.17,7.7,84.5,27.4,1014,Baja
2020,1,7,21,30,0,0,24.7,0.17,7.9,85.57,27.3,1014,Baja
2020,1,7,22,30,0,0,24.8,0.17,8,87.11,27.1,1014,Baja
2020,1,7,23,30,0,0,24.8,0.17,8,87.99,27,1013,Baja
2020,1,8,0,30,0,0,24.9,0.17,8,88.28,27,1013,Baja
2020,1,8,1,30,0,0,24.9,0.17,7.8,88.99,26.9,1012,Baja
2020,1,8,2,30,0,0,25,0.17,7.7,89.8,26.8,1012,Baja
2020,1,8,3,30,0,0,25,0.17,7.4,90.15,26.8,1013,Baja
2020,1,8,4,30,0,0,25.1,0.17,7,90.74,26.7,1013,Baja
2020,1,8,5,30,0,0,25.1,0.17,6.7,90.89,26.7,1014,Baja
2020,1,8,6,30,14,60,25.1,0.17,6.6,88.45,27.2,1015,Baja
2020,1,8,7,30,66,535,25,0.17,6.5,83.9,28,1016,Media
2020,1,8,8,30,89,746,24.6,0.17,5.9,77.7,28.9,1016,MediaA
2020,1,8,9,30,99,850,24,0.17,4.9,70.88,29.9,1016,Alta
2020,1,8,10,30,103,908,23.8,0.17,4.1,67.04,30.6,1015,Alta
2020,1,8,11,30,108,930,23.8,0.17,3.7,64.97,31.2,1013,Alta
2020,1,8,12,30,109,931,23.7,0.17,3.8,62.83,31.6,1012,Alta
2020,1,8,13,30,108,910,23.5,0.17,4.3,62.36,31.6,1011,Alta
2020,1,8,14,30,105,865,23.5,0.17,5.1,63.42,31.3,1010,Alta
2020,1,8,15,30,95,777,23.6,0.17,5.8,66.09,30.7,1010,MediaA
2020,1,8,16,30,79,600,23.9,0.17,6.6,70.89,29.8,1011,Media
2020,1,8,17,30,35,190,24.5,0.17,7.3,77.86,28.7,1011,Baja
2020,1,8,18,30,0,0,25.1,0.17,7.5,82.65,28.3,1012,Baja
2020,1,8,19,30,0,0,25.5,0.17,7.8,86.8,27.9,1012,Baja
2020,1,8,20,30,0,0,25.7,0.17,8,88.23,27.8,1013,Baja
2020,1,8,21,30,0,0,25.7,0.17,8.2,88.84,27.7,1012,Baja
2020,1,8,22,30,0,0,25.6,0.17,8.3,89.42,27.5,1012,Baja
2020,1,8,23,30,0,0,25.5,0.17,8.3,89.82,27.3,1012,Baja
2020,1,9,0,30,0,0,25.3,0.17,8.1,89.82,27.1,1011,Baja
2020,1,9,1,30,0,0,25.1,0.17,7.9,89.4,27,1011,Baja
2020,1,9,2,30,0,0,24.9,0.17,7.7,89.51,26.8,1011,Baja
2020,1,9,3,30,0,0,24.8,0.17,7.5,89.95,26.6,1012,Baja
2020,1,9,4,30,0,0,24.7,0.17,7.2,89.72,26.5,1012,Baja
2020,1,9,5,30,0,0,24.5,0.17,7,88.76,26.5,1013,Baja
2020,1,9,6,30,14,55,24.3,0.17,7,85.32,27,1014,Baja
2020,1,9,7,30,68,525,24.1,0.17,6.9,79.38,28,1015,Media
2020,1,9,8,30,92,739,23.3,0.17,6.3,71.4,29,1016,MediaA
2020,1,9,9,30,104,844,22.6,0.17,5.7,65.13,29.9,1015,Alta
2020,1,9,10,30,108,904,22.4,0.17,5.1,61.67,30.6,1014,Alta
2020,1,9,11,30,111,928,22.3,0.17,4.8,60.07,31,1013,Alta
2020,1,9,12,30,113,930,22.3,0.17,4.9,59.19,31.2,1012,Alta
2020,1,9,13,30,112,912,22.1,0.17,5.3,58.66,31.2,1011,Alta
2020,1,9,14,30,108,868,22,0.17,6.1,58.88,31,1010,Alta
2020,1,9,15,30,99,781,22,0.17,7,60.78,30.4,1010,MediaA
2020,1,9,16,30,79,609,22.2,0.17,7.8,64.87,29.5,1010,MediaA
2020,1,9,17,30,37,200,22.7,0.17,8.2,71.03,28.5,1010,Baja
2020,1,9,18,30,0,0,23.4,0.17,8.3,75.56,28.1,1010,Baja
2020,1,9,19,30,0,0,23.7,0.16,8.6,78.96,27.7,1011,Baja
2020,1,9,20,30,0,0,23.8,0.16,9,80.35,27.5,1011,Baja
2020,1,9,21,30,0,0,23.9,0.16,9,81.93,27.3,1012,Baja
2020,1,9,22,30,0,0,23.9,0.16,8.7,82.89,27.1,1012,Baja
2020,1,9,23,30,0,0,23.9,0.16,8.3,84.02,26.8,1011,Baja
2020,1,10,0,30,0,0,23.9,0.16,7.9,85.53,26.5,1011,Baja
2020,1,10,1,30,0,0,23.8,0.16,7.5,86.72,26.2,1010,Baja
2020,1,10,2,30,0,0,23.8,0.16,7.3,87.11,26.1,1010,Baja
2020,1,10,3,30,0,0,23.8,0.16,7.1,87.9,26,1010,Baja
2020,1,10,4,30,0,0,23.8,0.16,6.8,88.18,25.9,1011,Baja
2020,1,10,5,30,0,0,23.7,0.16,6.4,87.77,25.9,1011,Baja
2020,1,10,6,30,13,73,23.7,0.16,6.5,84.42,26.5,1012,Baja
2020,1,10,7,30,62,574,23.4,0.16,6.8,77.83,27.6,1013,Media
2020,1,10,8,30,83,774,22.3,0.16,6.8,68.09,28.8,1013,MediaA
2020,1,10,9,30,98,863,21.7,0.16,6.4,61.92,29.8,1013,Alta
2020,1,10,10,30,111,902,21.7,0.16,5.9,59.08,30.6,1012,Alta
2020,1,10,11,30,119,918,21.9,0.16,5.5,58.27,31.1,1011,Alta
2020,1,10,12,30,123,916,22.1,0.16,5.4,57.8,31.4,1009,Alta
2020,1,10,13,30,125,887,22.2,0.16,5.7,57.95,31.5,1008,Alta
2020,1,10,14,30,125,825,22.4,0.16,6.2,58.86,31.4,1007,Alta
2020,1,10,15,30,117,718,22.6,0.16,6.9,60.85,31,1007,MediaA
2020,1,10,16,30,96,522,22.9,0.16,7.7,66.2,29.9,1007,Media
2020,1,10,17,30,39,127,23.7,0.16,8.3,74.23,28.7,1007,Baja
2020,1,10,18,30,0,0,24,0.16,8.6,78.68,28.1,1008,Baja
2020,1,10,19,30,0,0,24,0.17,8.8,79.22,27.9,1009,Baja
2020,1,10,20,30,0,0,23.9,0.17,8.5,79.86,27.7,1010,Baja
2020,1,10,21,30,0,0,23.9,0.17,8.1,81.41,27.4,1010,Baja
2020,1,10,22,30,0,0,24,0.17,7.7,82.99,27.1,1010,Baja
2020,1,10,23,30,0,0,24,0.17,7.1,85.4,26.7,1010,Baja
2020,1,11,0,30,0,0,24.2,0.17,6.7,87.52,26.4,1010,Baja
2020,1,11,1,30,0,0,24.2,0.17,6.3,89.04,26.2,1010,Baja
2020,1,11,2,30,0,0,24.2,0.17,6.1,89.55,26.1,1010,Baja
2020,1,11,3,30,0,0,24.1,0.17,6,89.4,26,1010,Baja
2020,1,11,4,30,0,0,24.1,0.17,5.9,89.06,26,1010,Baja
2020,1,11,5,30,0,0,24,0.17,6,88.17,26.1,1011,Baja
2020,1,11,6,30,13,37,24,0.17,6.3,85.63,26.6,1012,Baja
2020,1,11,7,30,73,492,23.9,0.17,6.7,79.95,27.7,1012,Media
2020,1,11,8,30,98,719,23.5,0.17,6.8,72.36,29,1013,MediaA
2020,1,11,9,30,109,830,23,0.17,6.3,65.6,30.2,1013,Alta
2020,1,11,10,30,116,887,22.9,0.17,5.6,61.77,31.1,1012,Alta
2020,1,11,11,30,122,908,22.7,0.17,4.9,58.56,31.8,1011,Alta
2020,1,11,12,30,125,908,22.5,0.17,4.6,56.92,32.1,1010,Alta
2020,1,11,13,30,125,884,22.3,0.17,4.6,56,32.2,1009,Alta
2020,1,11,14,30,121,832,22.4,0.17,5.1,56.93,32,1008,Alta
2020,1,11,15,30,110,740,22.6,0.17,5.8,59.75,31.4,1008,MediaA
2020,1,11,16,30,88,563,23,0.17,6.6,65.42,30.2,1009,Media
2020,1,11,17,30,39,169,23.6,0.17,7.2,73.66,28.8,1010,Baja
2020,1,11,18,30,0,0,24,0.17,7.4,78.2,28.2,1010,Baja
2020,1,11,19,30,0,0,24.2,0.17,7.5,81.18,27.7,1011,Baja
2020,1,11,20,30,0,0,24.2,0.17,7.2,82.26,27.5,1011,Baja
2020,1,11,21,30,0,0,24.2,0.17,7,83.45,27.3,1011,Baja
2020,1,11,22,30,0,0,24.2,0.17,6.6,84.82,27,1011,Baja
2020,1,11,23,30,0,0,24.3,0.17,6.1,86.5,26.7,1011,Baja
2020,1,12,0,30,0,0,24.3,0.17,5.6,87.73,26.5,1011,Baja
2020,1,12,1,30,0,0,24.3,0.17,5.2,88.69,26.3,1010,Baja
2020,1,12,2,30,0,0,24.3,0.17,5,90.26,26,1010,Baja
2020,1,12,3,30,0,0,24.3,0.17,4.8,90.92,25.9,1010,Baja
2020,1,12,4,30,0,0,24.3,0.17,4.6,92.15,25.7,1011,Baja
2020,1,12,5,30,0,0,24.3,0.17,4.5,91.22,25.8,1012,Baja
2020,1,12,6,30,12,45,23.9,0.17,4.8,86.13,26.4,1012,Baja
2020,1,12,7,30,70,507,23.5,0.17,4.8,78.58,27.6,1013,Media
2020,1,12,8,30,94,726,22.8,0.17,4.5,70.03,28.8,1013,MediaA
2020,1,12,9,30,109,829,22.2,0.17,4,63.89,29.8,1013,Alta
2020,1,12,10,30,118,879,22.4,0.17,3.7,61.81,30.6,1012,Alta
2020,1,12,11,30,124,902,22.2,0.17,3.8,59.16,31.1,1011,Alta
2020,1,12,12,30,125,905,22.2,0.17,4,58.63,31.3,1010,Alta
2020,1,12,13,30,122,886,22.4,0.17,4.4,59.18,31.3,1009,Alta
2020,1,12,14,30,119,836,22.5,0.17,4.9,60.32,31.1,1009,Alta
2020,1,12,15,30,108,746,22.6,0.17,5.5,62.41,30.6,1009,MediaA
2020,1,12,16,30,87,572,22.7,0.17,6.3,65.78,29.8,1009,Media
2020,1,12,17,30,40,182,23,0.17,7,71.55,28.7,1009,Baja
2020,1,12,18,30,0,0,23.6,0.17,7.2,75.95,28.2,1009,Baja
2020,1,12,19,30,0,0,23.8,0.18,7.9,80.42,27.5,1010,Baja
2020,1,12,20,30,0,0,23.9,0.18,8,81.25,27.4,1010,Baja
2020,1,12,21,30,0,0,23.9,0.18,7.5,82.17,27.2,1010,Baja
2020,1,12,22,30,0,0,23.9,0.18,7,83.92,26.9,1010,Baja
2020,1,12,23,30,0,0,24,0.18,6.5,85.81,26.6,1010,Baja
2020,1,13,0,30,0,0,24.1,0.18,6.3,87.56,26.3,1009,Baja
2020,1,13,1,30,0,0,24.1,0.18,6.3,89.34,26,1009,Baja
2020,1,13,2,30,0,0,24.1,0.18,6.2,90.22,25.8,1009,Baja
2020,1,13,3,30,0,0,24,0.18,6.1,91.1,25.6,1009,Baja
2020,1,13,4,30,0,0,23.9,0.18,5.9,91.11,25.5,1010,Baja
2020,1,13,5,30,0,0,23.8,0.18,5.8,90.55,25.5,1011,Baja
2020,1,13,6,30,13,63,23.8,0.18,6,87.31,26.1,1012,Baja
2020,1,13,7,30,62,559,23.4,0.18,6.2,79.66,27.2,1013,Media
2020,1,13,8,30,85,768,22.4,0.18,6,69.46,28.5,1013,MediaA
2020,1,13,9,30,95,867,21.7,0.18,5.7,62.43,29.6,1013,Alta
2020,1,13,10,30,102,918,21.5,0.18,5.1,58.87,30.5,1012,Alta
2020,1,13,11,30,108,935,21.7,0.18,4.6,57.57,31.1,1011,Alta
2020,1,13,12,30,113,930,21.7,0.18,4.5,56.24,31.5,1010,Alta
2020,1,13,13,30,118,900,21.8,0.18,4.7,56.21,31.6,1009,Alta
2020,1,13,14,30,114,850,22,0.18,5.2,57.43,31.4,1008,Alta
2020,1,13,15,30,106,756,22.2,0.18,6.1,60.32,30.8,1008,MediaA
2020,1,13,16,30,86,577,22.5,0.18,7.3,65.52,29.7,1008,Media
2020,1,13,17,30,40,182,23.1,0.18,8.3,73.2,28.4,1009,Baja
2020,1,13,18,30,0,0,23.6,0.18,8.7,77.61,27.9,1009,Baja
2020,1,13,19,30,0,0,23.8,0.17,9.2,80.59,27.4,1010,Baja
2020,1,13,20,30,0,0,23.8,0.17,9.3,81.5,27.2,1010,Baja
2020,1,13,21,30,0,0,23.7,0.17,9.1,82.17,27,1011,Baja
2020,1,13,22,30,0,0,23.6,0.17,8.7,82.88,26.8,1011,Baja
2020,1,13,23,30,0,0,23.6,0.17,8.2,84.28,26.5,1010,Baja
2020,1,14,0,30,0,0,23.6,0.17,7.7,85.11,26.3,1010,Baja
2020,1,14,1,30,0,0,23.6,0.17,7.2,85.9,26.1,1010,Baja
2020,1,14,2,30,0,0,23.5,0.17,6.9,86.6,25.9,1010,Baja
2020,1,14,3,30,0,0,23.3,0.17,6.6,86.23,25.8,1010,Baja
2020,1,14,4,30,0,0,23.2,0.17,6.3,86.82,25.6,1010,Baja
2020,1,14,5,30,0,0,23.2,0.17,6.1,86.48,25.6,1011,Baja
2020,1,14,6,30,9,37,23.2,0.17,6.3,83.95,26.1,1012,Baja
2020,1,14,7,30,69,511,22.9,0.17,6.4,77.9,27.1,1012,Media
2020,1,14,8,30,93,732,22.1,0.17,6.2,69.29,28.3,1013,MediaA
2020,1,14,9,30,107,834,21.4,0.17,6,62.2,29.4,1012,Alta
2020,1,14,10,30,117,883,21.3,0.17,5.6,58.85,30.2,1012,Alta
2020,1,14,11,30,123,906,21.4,0.17,5.5,57.86,30.6,1010,Alta
2020,1,14,12,30,125,907,21.4,0.17,5.6,57.37,30.8,1009,Alta
2020,1,14,13,30,125,884,21.5,0.17,6,58.06,30.7,1008,Alta
2020,1,14,14,30,122,832,21.6,0.17,6.5,59.48,30.4,1007,Alta
2020,1,14,15,30,112,738,21.8,0.17,7.2,62.07,29.8,1007,MediaA
2020,1,14,16,30,92,556,22.1,0.17,7.9,67.36,28.7,1008,Media
2020,1,14,17,30,42,167,22.7,0.17,8.5,75.06,27.5,1008,Baja
2020,1,14,18,30,0,0,23.2,0.17,8.7,79.7,27,1008,Baja
